corr,noise_sd,seed,vif_feature1,vif_feature2,cond_number,rmse_lin_test_both,rmse_lin_test_f1,rmse_lin_test_f2,rmse_svr_test_both,rmse_svr_test_f1,rmse_svr_test_f2,rmse_rf_test_both,rmse_rf_test_f1,rmse_rf_test_f2,rmse_mlp_test_both,rmse_mlp_test_f1,rmse_mlp_test_f2
-0.9,4.0,44,5.600682130573753,5.600682130573753,4.511496110808105,4.207332075342745,4.20398089754333,4.1994059866383235,4.179985202869878,4.209261278511013,4.136361392117066,4.544685427994785,5.057540448783767,4.791391668063177,4.163369228712077,4.184799284319234,4.136045303252903
-0.9,4.0,45,5.22504238222112,5.2250423822211225,4.341325949420962,4.043226865860672,4.047590907126633,4.048536757460975,3.960308210709319,3.985280796026494,3.9664177591334444,4.228944945944562,4.690123597888131,4.785691599943652,3.9685936863151237,3.9767037429363,3.9756579164331804
-0.9,4.0,46,5.483334992871934,5.483334992871934,4.459040913280869,4.149363984835372,4.147822536390011,4.149982573178618,4.055708652437226,4.098037753741311,4.043676249354948,4.470820633999455,5.009207147606348,4.974438588218146,4.08795321825556,4.100565636010606,4.084672683523296
-0.9,4.0,47,5.37129221000906,5.37129221000906,4.408368390499695,4.1391097925785605,4.134328602837713,4.139805312828493,4.063105055742221,4.112572497442452,4.0578587650186275,4.48863914191963,4.9801505504600865,4.918125800609885,4.0822615929954456,4.115799535861782,4.084488884826701
-0.9,4.0,48,4.850172207984016,4.850172207984016,4.164496221218058,4.041413296187706,4.042570696667992,4.040911492995357,3.98694394077488,4.0355725287961715,3.983830250246241,4.406475714684018,4.8275503434599125,4.850212847463223,3.9810681828824843,4.030013704810787,3.9881681624465686
-0.9,4.0,49,5.466162609494122,5.466162609494122,4.451312338544182,4.148208036072954,4.1386317158713295,4.142470386810192,4.0435566652027495,4.069255440960344,4.007228657959021,4.360610371530809,5.093293695677602,4.809431895182467,4.008594932013176,4.043405182131544,4.00169263000369
-0.9,4.0,50,5.391209916498339,5.391209916498339,4.417419307495345,4.202626525336151,4.20732869547659,4.207100791753631,4.134841839069846,4.1841663818396375,4.158221205914719,4.547354730425705,5.085496239480855,5.010703068961808,4.14981742553566,4.180650302839803,4.158213036257742
-0.9,4.0,51,5.222503026602829,5.222503026602826,4.340152633849484,4.114281907107389,4.111877408520283,4.1162551246742165,4.055259474911662,4.095157885353096,4.042609517017969,4.554940135919916,4.941432851416692,4.845471665490837,4.055271671720989,4.0876184893016365,4.064370711189509
-0.9,5.0,42,5.153219394068682,5.153219394068679,4.308015244783961,5.07561666206735,5.075621528616744,5.076539777132675,5.0242146401059875,5.028865109674694,5.001485483933837,5.285676283404887,6.331821012748942,6.048982768032434,5.0274340478054516,5.009555662587754,5.008294237112642
-0.9,5.0,43,5.741622368708225,5.741622368708225,4.573694931174013,5.211088980822044,5.211025897372923,5.21077864853757,5.219818275259835,5.226690036455295,5.192346984970482,5.604893737228921,6.142992710908239,6.253868387240416,5.21505656743926,5.2015489607331755,5.213995018985516
-0.9,5.0,44,5.600682130573753,5.600682130573753,4.511496110808105,5.223405458906937,5.218451256978136,5.212510498680149,5.211427900899334,5.239738802839499,5.169347710331315,5.670506541519478,6.294057606632777,5.989152312350928,5.195117244274523,5.208828629977069,5.162607649184667
-0.9,5.0,45,5.22504238222112,5.2250423822211225,4.341325949420962,5.004076264097992,5.009591453064959,5.010587596804355,4.936938793410408,4.953284566711141,4.950622498671069,5.288793128303016,5.828306619496469,5.98195869096343,4.944604688733461,4.948041951347082,4.956049820301708
-0.9,5.0,46,5.483334992871934,5.483334992871934,4.459040913280869,5.133069582015056,5.131428439821836,5.134053018650591,5.056114944643717,5.085362122671638,5.05258417692229,5.572006771376583,6.228429578007371,6.218977013962366,5.086684014952674,5.091708054626782,5.0841723106794285
-0.9,5.0,47,5.37129221000906,5.37129221000906,4.408368390499695,5.134218161507776,5.128748083639589,5.135214499603581,5.075680587331236,5.109996937022314,5.072284519497461,5.608032826635854,6.1949441933155605,6.147897297509872,5.090085290995987,5.1174656406599,5.092580736290941
-0.9,5.0,48,4.850172207984016,4.850172207984016,4.164496221218058,5.018470821427301,5.019801410553169,5.018101217494375,4.980103781264116,5.023187166997624,4.980330994400233,5.536651098967984,6.007267576452007,6.06270631066393,4.970115752819554,5.0134919323291225,4.977341286067772
-0.9,5.0,49,5.466162609494122,5.466162609494122,4.451312338544182,5.124264196993306,5.112900111082397,5.117395919433572,5.046904476838523,5.069876629087948,5.006328563123572,5.451406325569688,6.329951965309629,6.0115636634853775,4.9992792438261064,5.025404380041847,4.989731306778582
-0.9,5.0,50,5.391209916498339,5.391209916498339,4.417419307495345,5.222227350709113,5.228286419665174,5.227686062244607,5.164830213417071,5.206793898797149,5.194742133814998,5.696594658730774,6.336908234704903,6.2634450071532575,5.181697256479882,5.206751541210092,5.18963080649015
-0.9,5.0,51,5.222503026602829,5.222503026602826,4.340152633849484,5.107414243356195,5.105208341561105,5.1101264481334505,5.061536063063491,5.0917073567595965,5.053079818421532,5.70875364131866,6.1620855947785875,6.056354131204474,5.060652387119112,5.087181686338279,5.069698447184941
-0.9,6.0,42,5.153219394068682,5.153219394068679,4.308015244783961,6.058901547145507,6.058923520725258,6.059856017216413,6.022717491236662,6.017986882621237,6.000803262412246,6.352696001579375,7.579297424626357,7.258823483382717,6.0230775693849266,5.997941002785786,6.002214570092143
-0.9,6.0,43,5.741622368708225,5.741622368708225,4.573694931174013,6.2328866585567155,6.232882421507667,6.232556131644158,6.257531256803102,6.259811366924065,6.229292920517486,6.6848345601144565,7.349804173753355,7.504332506760946,6.244866280406082,6.230012395505848,6.244893624964766
-0.9,6.0,44,5.600682130573753,5.600682130573753,4.511496110808105,6.245477563732596,6.2388930871242385,6.23159937111781,6.242608722443722,6.274760468515164,6.201938773442779,6.810345420121778,7.5343205883921565,7.18691337630117,6.227915642580353,6.238500008935169,6.19133142041709
-0.9,6.0,45,5.22504238222112,5.2250423822211225,4.341325949420962,5.971900488762051,5.978531913833274,5.979597408271313,5.913232121027166,5.921034886768711,5.936422041881725,6.3472405155491485,6.971676908612905,7.178231363043772,5.9228378384011835,5.923976711829501,5.937386924305645
-0.9,6.0,46,5.483334992871934,5.483334992871934,4.459040913280869,6.122940793964586,6.121218118754899,6.124293730892975,6.0599516982061745,6.077329583705263,6.057439198815017,6.672790484555334,7.451707147062034,7.463528827779084,6.085715727093047,6.087137071248477,6.087481839509633
-0.9,6.0,47,5.37129221000906,5.37129221000906,4.408368390499695,6.135106169372762,6.128940696937356,6.136391682241777,6.087952893809352,6.114979626453306,6.080540525291499,6.716139626121433,7.413967758569348,7.377669913707501,6.098633776508153,6.123020153418652,6.102861687297482
-0.9,6.0,48,4.850172207984016,4.850172207984016,4.164496221218058,6.001241997893037,6.002746496818141,6.001001201764765,5.974932454867365,6.013740323486192,5.974426869387097,6.644194724069626,7.191423479486581,7.275200084505445,5.961459881256349,6.001138211851993,5.9683761783078895
-0.9,6.0,49,5.466162609494122,5.466162609494122,4.451312338544182,6.10631681786952,6.09317580951009,6.0983395644285645,6.050758154341496,6.062005454422774,6.008572541699187,6.528997979438771,7.570701229503815,7.213703091550197,5.989195583537816,6.01093947430434,5.980141552122208
-0.9,6.0,50,5.391209916498339,5.391209916498339,4.417419307495345,6.246836479390469,6.25423184460638,6.253260761963734,6.197207807304737,6.236993224876417,6.232289405159871,6.815419028590831,7.592684714323035,7.51618784735811,6.213701550055738,6.237305582680712,6.222838161766293
-0.9,6.0,51,5.222503026602829,5.222503026602826,4.340152633849484,6.106210320436661,6.104143137302149,6.109636091735363,6.068814021502263,6.093915596804417,6.065663162920902,6.840132678538707,7.386686649620201,7.267240862333425,6.068285923102401,6.090099197319429,6.076134759338642
-0.7,0.0,42,1.928519116591177,1.9285191165911766,2.3523082829889845,0.8887533323612425,0.8891132594417943,0.8890267492725821,0.2779383265436279,0.8363750139419324,0.07302273815052267,0.023888799137551344,1.00412215276741,0.009760443215024592,0.43083588158819897,0.8127655972544031,0.42446618089429766
-0.7,0.0,43,2.099683028457199,2.099683028457199,2.4976860319480605,0.8722367341929134,0.8731928026292063,0.8717912800796296,0.24894142245004539,0.8240197765455675,0.11281497266666732,0.03973356436376938,0.9515647535909035,0.03523193166135117,0.47007337460217946,0.7964301970310104,0.4662796670238279
-0.7,0.0,44,2.058738671761844,2.058738671761844,2.463780814268773,0.8389075954492939,0.8359343520349763,0.8383707483347603,0.24243688353114912,0.782001790505401,0.07032280480487675,0.010803203037320614,0.9707351991357808,0.008670652312095623,0.44055210445661663,0.7679927553028059,0.4371891587951349
-0.7,0.0,45,1.9496465636772435,1.9496465636772435,2.3707955567444903,0.9489759793524379,0.9472424468000884,0.9488357330158083,0.29138597315055387,0.8919379544121759,0.08598583578254278,0.015033204408594344,1.0399767515502707,0.010437686284699961,0.44185866543575186,0.857086694700964,0.42454978934715304
-0.7,0.0,46,2.0245537561052966,2.0245537561052966,2.4350705727375477,0.9156384337521655,0.91570111779331,0.9150874462554124,0.2631285950146431,0.8570751187242397,0.1021261110229793,0.03652592604948298,1.0086701426706985,0.035300527537733536,0.4496229389539395,0.8434225825111922,0.41135602285035977
-0.7,0.0,47,1.9920732600018303,1.9920732600018303,2.407436998758238,0.8681679074078265,0.8650963906673718,0.8665863118449814,0.2656608263508215,0.824377875606777,0.08323044459532367,0.02288543928161397,0.9626701543295653,0.018025765325797284,0.4382931739697502,0.8077630627809047,0.4116011709078504
-0.7,0.0,48,1.8414496022043605,1.8414496022043605,2.2743058428260547,0.8517153910603595,0.8521474054775549,0.8515849973968539,0.25414174377419535,0.813586174886472,0.07196607047716867,0.015861799056465023,0.9826614496983542,0.012299183791976469,0.4623401443637097,0.8006437032173804,0.4714435137918876
-0.7,0.0,49,2.0195731543636297,2.0195731543636297,2.4308560202951592,0.8875031884490342,0.886255414108682,0.8878556146250858,0.3098503915312546,0.8304190584909761,0.08556548843270409,0.015091691521105918,1.011665011854479,0.011508287229438098,0.44749216474374526,0.8308377152646901,0.4180064277111898
-0.7,0.0,50,1.99791519007855,1.9979151900785495,2.4124333297375955,0.8102483046098418,0.8079576157605532,0.8094021275498487,0.2380873833447403,0.7735428475481292,0.08443898436741863,0.01595998284193007,0.9617911011143542,0.01315319689264666,0.39102413141059705,0.773324936616316,0.4417013603817941
-0.7,0.0,51,1.9490058075148058,1.9490058075148058,2.3702372719725235,0.8689350443162565,0.8630950811893744,0.8689978858385075,0.28553511097422574,0.8194361096349069,0.08774947342195025,0.017779623406209703,1.0453516731478831,0.013654549391399883,0.39716123585663105,0.8125557247461715,0.44272800937186607
-0.7,1.0,42,1.928519116591177,1.9285191165911766,2.3523082829889845,1.360784445361714,1.3607374389429105,1.3615587329133418,1.073869672716655,1.3091908792394276,1.0041529023756717,1.0624680763125354,1.5434147671196867,1.2094583708154623,1.114479193314797,1.2937505264009548,1.1013512584576208
-0.7,1.0,43,2.099683028457199,2.099683028457199,2.4976860319480605,1.3131728773197788,1.3126813109338338,1.3126182861200022,1.1058684757233856,1.2744349600100608,1.0449409215307834,1.1472476088294818,1.5344487301507361,1.2431547470810274,1.156433486210346,1.2681293980491748,1.1400796347562798
-0.7,1.0,44,2.058738671761844,2.058738671761844,2.463780814268773,1.3339838452792026,1.3340273605647788,1.3346431452628633,1.1056315054736878,1.3042711639013866,1.0404282900391026,1.1512162091634888,1.6099020258042485,1.237569377337831,1.1322614660858903,1.2979262694661116,1.1223879442063187
-0.7,1.0,45,1.9496465636772435,1.9496465636772435,2.3707955567444903,1.3541771878000382,1.3534965418897784,1.3547750409717754,1.0498969430184262,1.3025953690027148,0.9883471200207935,1.0625154612187813,1.5507778633095501,1.1925298360393755,1.0865341686474186,1.2809061124641794,1.0753238869425903
-0.7,1.0,46,2.0245537561052966,2.0245537561052966,2.4350705727375477,1.3766702524540353,1.3749617922613013,1.3761036155424085,1.0774884881925606,1.3337254757958865,1.0160834362573934,1.1068107158407008,1.6130804549094462,1.2225318301268358,1.131146905166606,1.3239616134394123,1.1165057155933074
-0.7,1.0,47,1.9920732600018303,1.9920732600018303,2.407436998758238,1.322566791360724,1.3169750249343855,1.3220794636573445,1.0698260354653852,1.2857786705903338,1.0214716014733765,1.1273004488806735,1.5517253324308846,1.2177445338388992,1.1085315890560794,1.2873649806979395,1.0969918115477972
-0.7,1.0,48,1.8414496022043605,1.8414496022043605,2.2743058428260547,1.3000297181518445,1.3008838829418772,1.2996104823647816,1.0453790114366253,1.2765179106217717,1.0000648451154812,1.0886104874731386,1.5747313802937741,1.1586095976012687,1.0844969804316622,1.2773820824759756,1.086132888656227
-0.7,1.0,49,2.0195731543636297,2.0195731543636297,2.4308560202951592,1.3677992061778181,1.3634976670769017,1.3658610112918579,1.0601071180150914,1.3136647459098314,1.0026381611507889,1.1176328996675788,1.5994058641571607,1.2273251397504137,1.08023694061195,1.305898218347982,1.0727428832602408
-0.7,1.0,50,1.99791519007855,1.9979151900785495,2.4124333297375955,1.3001458206182483,1.2994596417132052,1.3010268465756916,1.078817993046408,1.2747966582549077,1.0416026719490348,1.1259856458086617,1.5432973470191718,1.2422346522143575,1.1031550335282507,1.279939906534046,1.1137404267828073
-0.7,1.0,51,1.9490058075148058,1.9490058075148058,2.3702372719725235,1.313790440550726,1.3080314415316272,1.3138967583324583,1.0704689163734609,1.278782949947773,1.0174754605186132,1.1031508279358342,1.585349024567367,1.2285164892753335,1.090776602016,1.2775262153595088,1.092411346179281
-0.7,2.0,42,1.928519116591177,1.9285191165911766,2.3523082829889845,2.2133580977727396,2.213275541668724,2.214337235658056,2.0584315131858415,2.173637558094259,2.006496021207042,2.1142911760828182,2.5655365845058276,2.418706616744503,2.0724905991957083,2.162170093707852,2.0587468165239047
-0.7,2.0,43,2.099683028457199,2.099683028457199,2.4976860319480605,2.19731162731175,2.196510487600211,2.1967974338570384,2.1283103753512433,2.1831774939281434,2.078545163042264,2.280823356794314,2.6514020384690773,2.4832091300407555,2.144672918892939,2.1750154157768913,2.1334523541917374
-0.7,2.0,44,2.058738671761844,2.058738671761844,2.463780814268773,2.234941578710014,2.235112956420951,2.2329333905978013,2.1270992153873984,2.2315530593882147,2.0735984557162497,2.292879221882263,2.7096820337130922,2.4757206966376133,2.128757924448111,2.2186016657985763,2.111573447324238
-0.7,2.0,45,1.9496465636772435,1.9496465636772435,2.3707955567444903,2.1672002042276186,2.167889429700864,2.1689481732395937,2.009304877072288,2.1250982755747234,1.973339713964431,2.0894759573595136,2.5530651052963864,2.3847901152486872,2.022798741168046,2.114582180787679,2.0162780810927687
-0.7,2.0,46,2.0245537561052966,2.0245537561052966,2.4350705727375477,2.227749313555661,2.225431363141227,2.2277203497944558,2.063833311496437,2.200437181698825,2.0258502977497064,2.189435601125446,2.665590512191795,2.4464683273234176,2.090586647742259,2.1914929228460482,2.082393078102963
-0.7,2.0,47,1.9920732600018303,1.9920732600018303,2.407436998758238,2.189980740634587,2.183457620165403,2.1905272746069957,2.06723943682761,2.1760122258222285,2.034892535118294,2.2455561319783723,2.6357406624612865,2.434785434651238,2.0805453753167624,2.172098709052549,2.0730859052160513
-0.7,2.0,48,1.8414496022043605,1.8414496022043605,2.2743058428260547,2.152339100985346,2.153331068317113,2.1519261533224125,2.0218159573860763,2.1407434779670904,1.997340110540926,2.1743570036861306,2.605927246433151,2.3167704339874375,2.028626265316925,2.1455643699693394,2.0314874833446206
