corr,seed,vif_feature1,vif_feature2,cond_number,time_lr_both,time_svr_both,time_rf_both,time_mlp_both,coef_lin_f1,coef_lin_f2,rmse_lin_train_both,rmse_lin_test_both,rmse_svr_train_both,rmse_svr_test_both,rmse_rf_train_both,rmse_rf_test_both,rmse_mlp_train_both,rmse_mlp_test_both,svr_imp_f1_both,svr_imp_f2_both,rf_imp_f1_both,rf_imp_f2_both,mlp_imp_f1_both,mlp_imp_f2_both,svr_shap_f1_both,svr_shap_f2_both,rf_shap_f1_both,rf_shap_f2_both,mlp_shap_f1_both,mlp_shap_f2_both,rmse_lin_train_f1,rmse_lin_test_f1,rmse_svr_train_f1,rmse_svr_test_f1,rmse_rf_train_f1,rmse_rf_test_f1,rmse_mlp_train_f1,rmse_mlp_test_f1,time_lr_f1,time_svr_f1,time_rf_f1,time_mlp_f1,rmse_lin_train_f2,rmse_lin_test_f2,rmse_svr_train_f2,rmse_svr_test_f2,rmse_rf_train_f2,rmse_rf_test_f2,rmse_mlp_train_f2,rmse_mlp_test_f2,time_lr_f2,time_svr_f2,time_rf_f2,time_mlp_f2
-0.9,42,5.042280759361611,5.042280759361611,4.256044744361124,0.0012803077697753906,0.07833480834960938,0.19915127754211426,2.518839120864868,0.08673432355866253,0.06326361832176271,1.5887827258043166,1.4705752272331611,0.3194411512735056,0.2973921147313354,0.05970495366500089,0.11502365900518392,0.2563353630197102,0.2774151845671894,0.7640829081850324,0.6958423075491116,0.7408300194879927,0.6377976087690923,0.8253978001457011,0.8648129720378611,0.6254620629749253,0.5403236671742954,0.6844009654732958,0.5676498240338629,0.5830478811077633,0.5674050147473749,1.5890347394957243,1.4711113017547859,0.6829415315872234,0.6707694168204503,0.3034383464734093,0.8026121934803062,0.6830718786583369,0.6741235962512031,0.0009124279022216797,0.11015653610229492,0.2993593215942383,2.372612714767456,1.5892533473879509,1.4701435358913155,0.6980462967589057,0.6781545929253632,0.29514971739117685,0.8088832424097341,0.6812127133282013,0.6863478386956082,0.0008304119110107422,0.09213137626647949,0.27223873138427734,2.6390748023986816
-0.9,43,5.54288260204583,5.54288260204583,4.4857366336946445,0.0007576942443847656,0.08783125877380371,0.22622203826904297,3.975116014480591,-0.10682503934036558,-0.03314601999795166,1.5467873777303591,1.6320703819441102,0.29744795943278257,0.37112910796364407,0.04805211051748285,0.16629455911862398,0.2720224801988023,0.28561149036763106,0.7132453863102256,0.6828998096418814,0.6776564360427739,0.6596486955192178,1.2358103628187183,1.0907714190113669,0.6046138342345653,0.5937179038514023,0.6039025295415136,0.7123436296824092,0.6029582875442248,0.5773721467221041,1.5468508247347144,1.6328068178335315,0.6902527291426175,0.7302225991045445,0.29347159358363495,0.8189312825895331,0.6924364714075324,0.7213410674338636,0.0009362697601318359,0.10556483268737793,0.31037425994873047,2.2534008026123047,1.547442296402269,1.6333444601465326,0.6933957548781285,0.7160056610865854,0.29766497712213885,0.8608463414987307,0.6930391705661381,0.6964279971833494,0.0006630420684814453,0.07889866828918457,0.26129651069641113,2.052518367767334
-0.9,44,5.592885341480239,5.592885341480239,4.508029993304433,0.0006365776062011719,0.06030106544494629,0.19210362434387207,2.940272331237793,0.08173923020120372,0.019996318777398898,1.599172013052874,1.4473123262656489,0.3278040744062226,0.29844029138226796,0.061562100423661024,0.11202121127423509,0.3243812770528849,0.3251633011970408,0.6947378830527219,0.8311294451121778,0.5855520939913967,0.7324972690183584,0.696959194958818,0.9478557231739474,0.5169573466812145,0.6148995025093725,0.5610603777435933,0.6303552365147354,0.5034275973447782,0.6372263812319288,1.599194379212131,1.4474943741631487,0.6766132747035638,0.6273354171996395,0.3026443654333494,0.7824936759129807,0.6781909151561789,0.6249603736371849,0.0008349418640136719,0.12705087661743164,0.34393930435180664,2.881721258163452,1.5995557699142122,1.4477277218393798,0.6878834925892346,0.6558546969268427,0.28927853741850457,0.7682319158264648,0.701709644044593,0.696380595351916,0.0012731552124023438,0.08722972869873047,0.28604865074157715,3.163001298904419
-0.9,45,4.965364010942003,4.965364010942003,4.219631852308446,0.0016756057739257812,0.061223745346069336,0.21042966842651367,2.8942794799804688,0.15001056899605195,0.11590801705363148,1.4454628349013092,1.6792148841562022,0.292464006039948,0.5627065150124706,0.04529048565203613,0.32035649361090957,0.30922066745819266,0.3823958987706085,0.6192990766147679,0.6287707197078551,0.6979478625193404,0.5646942469224757,0.7034747537211278,0.8582457346551118,0.5938830945116891,0.6114673032765344,0.7119604762532672,0.6014526865947922,0.6149312830036524,0.6401417174095563,1.4464052909882799,1.6760306453471427,0.6886904558685332,0.8569101956972023,0.30000076787854757,0.8820375045837141,0.8445131279366551,0.9022400402366234,0.0008561611175537109,0.08238005638122559,0.35376524925231934,0.39667677879333496,1.447011620852118,1.6728156111246768,0.6962724303052057,0.7827771605911715,0.3005921509844139,0.8715686713531395,0.8474718103489034,0.9643786099325817,0.0007441043853759766,0.08284521102905273,0.26369190216064453,0.33530092239379883
-0.9,46,5.181501012436584,5.181501012436584,4.321162946632399,0.0006375312805175781,0.06171679496765137,0.1879420280456543,2.8772008419036865,0.008420930593026515,0.1291737915054713,1.608738057489426,1.6172629433823729,0.4779075279210641,0.3305842111614314,0.07805505306728315,0.11709905086062503,0.23664122010937433,0.24438902797188455,0.7120250814322592,0.6798999994554046,0.8676186867208585,0.5006080487663693,0.7440431772606934,0.624929265510347,0.6080207035261835,0.6198769348901348,0.7762089175621202,0.5735903875431911,0.618453905131487,0.6166073545242189,1.609742950512994,1.61922037373417,0.7296596181301389,0.6832270526239729,0.30005132503062437,0.843819269353771,0.6608752308055411,0.701690026390574,0.0008184909820556641,0.08549118041992188,0.26275014877319336,3.1850428581237793,1.6087422900108383,1.6175296775300512,0.7288420926789778,0.7112851212095904,0.2910405413598612,0.8125922180394515,0.6994748538595811,0.732505745272874,0.0008294582366943359,0.08377861976623535,0.2623865604400635,3.075974702835083
-0.9,47,5.238635475502365,5.238635475502365,4.347601227095823,0.0006191730499267578,0.06069374084472656,0.2345116138458252,2.140763759613037,-0.05150943901954939,0.016667071602135312,1.555613892800631,1.5387019759382585,0.3297153580439552,0.2920328120618398,0.05738521031258113,0.11176214703477516,0.3021753980236287,0.30154170029618826,0.7425334987938637,0.6945739019067133,0.6465718904007729,0.6093605421779774,0.8800766841324968,0.7443151606132231,0.6204609983383398,0.5744405464931698,0.633449757386635,0.6391134214469156,0.6547650492717035,0.5676153440566619,1.5556315406787709,1.5384298132597642,0.7004048807704094,0.6822883736249966,0.30409753472875944,0.8016338379979571,0.8597628203679185,0.8722584775144671,0.0007469654083251953,0.07994341850280762,0.2608375549316406,0.3522968292236328,1.5557811244642685,1.5393197510434906,0.7000809943712913,0.6692485057453583,0.3024266163717664,0.7723481466442205,0.707929957974096,0.6904844227321337,0.0006666183471679688,0.08850312232971191,0.2655355930328369,2.797071695327759
-0.9,48,4.729379822644471,4.729379822644471,4.105873960570425,0.0005943775177001953,0.06090259552001953,0.19721364974975586,2.4174492359161377,-0.04840078734286495,0.10762059309060809,1.5701984229943284,1.4049803326239452,0.3974595858703901,0.3515947506253388,0.07037475041344005,0.13542090973988322,0.2947346674128615,0.30064447409058276,0.7003905390959659,0.7335070367126502,0.561452063848307,0.8215971543178651,0.79759183932047,0.8058860589455146,0.5941669983180329,0.5700552108852179,0.6089963644151875,0.6931673912806786,0.5816179919169542,0.5700293251944224,1.57096648173085,1.4037600439004991,0.7164176679857877,0.6733486797873208,0.30820795339189294,0.8028697386980126,0.6944111525152018,0.6923796610353954,0.0007467269897460938,0.07503461837768555,0.2506086826324463,2.3329837322235107,1.57035292422903,1.4054128461169222,0.7047811129121206,0.6738539465526445,0.3025407378381831,0.7702266363168676,0.6838747190305086,0.6845429583050435,0.0006527900695800781,0.07898592948913574,0.2440500259399414,2.244107246398926
-0.9,49,5.146474572295477,5.146474572295474,4.304873678782987,0.0006070137023925781,0.059020280838012695,0.21364998817443848,2.8994016647338867,-0.15303336535829692,-0.0586095367998378,1.6348675477164272,1.6791657481058664,0.4352037041919272,0.40160892115371466,0.10257197613728293,0.171698923992267,0.2972726891844207,0.3304313251482095,0.6917670925754791,0.6828099148943022,0.5960593107268232,0.6602818238130372,0.7698972015184832,0.9221793688967066,0.6036795057859975,0.6233144842920446,0.6822152476380442,0.6678920801699235,0.5764966576807911,0.684007071057475,1.635074571314371,1.6790737845070236,0.7492563801875064,0.7065443141358034,0.3150466088344554,0.8443203537105852,0.6915864313497438,0.7074766691306733,0.0008606910705566406,0.08659124374389648,0.2650783061981201,2.153923749923706,1.6362739955543004,1.674883407990863,0.7258332769096314,0.7487966809242781,0.31663376366143803,0.8523145675782703,0.7025043899541336,0.721520951256875,0.0007698535919189453,0.08098840713500977,0.2525351047515869,2.2804577350616455
-0.9,50,5.438197767663772,5.438197767663772,4.438697431921316,0.0007174015045166016,0.0636739730834961,0.22147059440612793,2.0005247592926025,-0.048355363925678095,0.04978319356881544,1.6226250923791172,1.5822786284351844,0.33565908422118873,0.36855131644591854,0.05434797938304952,0.14826337642040818,0.3055177524146627,0.3186114276635752,0.7212796265194445,0.662942476086872,0.5793197381522175,0.6674153348021181,0.936013277835191,0.8236848174209813,0.6218402182012592,0.5957447837662044,0.6515769711071648,0.6786857372428406,0.6229162432228638,0.6089953015397487,1.6227653863538736,1.5824620969856122,0.6575453334757942,0.6995546825082096,0.2893157616974517,0.8014223429339179,0.6677100165468216,0.6788570282700055,0.0006084442138671875,0.07504987716674805,0.24538445472717285,2.313481330871582,1.6227589205571682,1.5809760225573983,0.6646677591396496,0.6814498765177365,0.29183512173327947,0.8254588538054161,0.6893290380427994,0.6935910206120086,0.0006933212280273438,0.08383727073669434,0.2462325096130371,2.360543966293335
-0.9,51,5.508355370028255,5.508355370028255,4.470277384603114,0.0007331371307373047,0.06067705154418945,0.22388219833374023,2.8148210048675537,-0.05088095548151855,-0.05019028204553746,1.6483405311446133,1.6163167904303903,0.39713403902039507,0.6094240110404372,0.07268009625403785,0.3259043205789545,0.3635156160485688,0.40862126095784,0.6121965700839473,0.6035922751248061,0.7315795199485747,0.51659638509201,0.7997540171615299,0.6926598108788043,0.5596198550920642,0.5608707010362072,0.6587263698125092,0.5966891770951757,0.6024790957494354,0.5768730966286542,1.648480233213547,1.6181122817413431,0.701596693457612,0.7871395468267465,0.2977695138254011,0.8017200276400988,0.6910532512545169,0.6789209942776334,0.0007951259613037109,0.0884549617767334,0.29946064949035645,2.855198621749878,1.6484856218598387,1.6173827369177631,0.703498614971428,0.7823306633252413,0.3103071117432518,0.8435235331953425,0.6887870907950399,0.6747353107697989,0.0009312629699707031,0.09082961082458496,0.2782752513885498,3.0918707847595215
