imbalance_scenario,sample_size,seed,model,metric,value
(50:50),2000,10,LogisticRegression,F1_score,0.8286189683860233
(50:50),2000,10,LogisticRegression,Sensitivity,0.83
(50:50),2000,10,LogisticRegression,Specificity,0.8266666666666667
(50:50),2000,10,LogisticRegression,ROC_AUC,0.8970555555555555
(50:50),2000,10,LogisticRegression,PR_AUC,0.8805434379648234
(50:50),2000,10,LogisticRegression,Balanced_Accuracy,0.8283333333333334
(50:50),2000,10,LogisticRegression,MCC,0.6566703148452163
(50:50),2000,10,MLP,Accuracy,0.925
(50:50),2000,10,MLP,F1_score,0.9270664505672609
(50:50),2000,10,MLP,Sensitivity,0.9533333333333334
(50:50),2000,10,MLP,Specificity,0.8966666666666666
(50:50),2000,10,MLP,ROC_AUC,0.9832555555555555
(50:50),2000,10,MLP,PR_AUC,0.9836011819502204
(50:50),2000,10,MLP,Balanced_Accuracy,0.925
(50:50),2000,10,MLP,MCC,0.8513680177480056
(80:20),40,0,SVM,Accuracy,0.8333333333333334
(80:20),40,0,SVM,F1_score,0.0
(80:20),40,0,SVM,Sensitivity,0.0
(80:20),40,0,SVM,Specificity,1.0
(80:20),40,0,SVM,ROC_AUC,0.9
(80:20),40,0,SVM,PR_AUC,0.5833333333333333
(80:20),40,0,SVM,Balanced_Accuracy,0.5
(80:20),40,0,SVM,MCC,0.0
(80:20),40,0,RandomForest,Accuracy,0.8333333333333334
(80:20),40,0,RandomForest,F1_score,0.0
(80:20),40,0,RandomForest,Sensitivity,0.0
(80:20),40,0,RandomForest,Specificity,1.0
(80:20),40,0,RandomForest,ROC_AUC,0.85
(80:20),40,0,RandomForest,PR_AUC,0.5
(80:20),40,0,RandomForest,Balanced_Accuracy,0.5
(80:20),40,0,RandomForest,MCC,0.0
(80:20),40,0,LogisticRegression,Accuracy,0.75
(80:20),40,0,LogisticRegression,F1_score,0.0
(80:20),40,0,LogisticRegression,Sensitivity,0.0
(80:20),40,0,LogisticRegression,Specificity,0.9
(80:20),40,0,LogisticRegression,ROC_AUC,0.9
(80:20),40,0,LogisticRegression,PR_AUC,0.5833333333333333
(80:20),40,0,LogisticRegression,Balanced_Accuracy,0.45
(80:20),40,0,LogisticRegression,MCC,-0.13483997249264842
(80:20),40,0,MLP,Accuracy,0.8333333333333334
(80:20),40,0,MLP,F1_score,0.5
(80:20),40,0,MLP,Sensitivity,0.5
(80:20),40,0,MLP,Specificity,0.9
(80:20),40,0,MLP,ROC_AUC,0.85
(80:20),40,0,MLP,PR_AUC,0.7
(80:20),40,0,MLP,Balanced_Accuracy,0.7
(80:20),40,0,MLP,MCC,0.4
(80:20),40,1,SVM,Accuracy,0.8333333333333334
(80:20),40,1,SVM,F1_score,0.0
(80:20),40,1,SVM,Sensitivity,0.0
(80:20),40,1,SVM,Specificity,1.0
(80:20),40,1,SVM,ROC_AUC,0.65
(80:20),40,1,SVM,PR_AUC,0.375
(80:20),40,1,SVM,Balanced_Accuracy,0.5
(80:20),40,1,SVM,MCC,0.0
(80:20),40,1,RandomForest,Accuracy,0.8333333333333334
(80:20),40,1,RandomForest,F1_score,0.0
(80:20),40,1,RandomForest,Sensitivity,0.0
(80:20),40,1,RandomForest,Specificity,1.0
(80:20),40,1,RandomForest,ROC_AUC,0.9
(80:20),40,1,RandomForest,PR_AUC,0.6666666666666666
(80:20),40,1,RandomForest,Balanced_Accuracy,0.5
(80:20),40,1,RandomForest,MCC,0.0
(80:20),40,1,LogisticRegression,Accuracy,0.6666666666666666
(80:20),40,1,LogisticRegression,F1_score,0.3333333333333333
(80:20),40,1,LogisticRegression,Sensitivity,0.5
(80:20),40,1,LogisticRegression,Specificity,0.7
(80:20),40,1,LogisticRegression,ROC_AUC,0.8
(80:20),40,1,LogisticRegression,PR_AUC,0.6666666666666666
(80:20),40,1,LogisticRegression,Balanced_Accuracy,0.6
(80:20),40,1,LogisticRegression,MCC,0.15811388300841897
(80:20),40,1,MLP,Accuracy,0.6666666666666666
(80:20),40,1,MLP,F1_score,0.3333333333333333
(80:20),40,1,MLP,Sensitivity,0.5
(80:20),40,1,MLP,Specificity,0.7
(80:20),40,1,MLP,ROC_AUC,0.75
(80:20),40,1,MLP,PR_AUC,0.41666666666666663
(80:20),40,1,MLP,Balanced_Accuracy,0.6
(80:20),40,1,MLP,MCC,0.15811388300841897
(80:20),40,3,SVM,Accuracy,1.0
(80:20),40,3,SVM,F1_score,1.0
(80:20),40,3,SVM,Sensitivity,1.0
(80:20),40,3,SVM,Specificity,1.0
(80:20),40,3,SVM,ROC_AUC,1.0
(80:20),40,3,SVM,PR_AUC,1.0
(80:20),40,3,SVM,Balanced_Accuracy,1.0
(80:20),40,3,SVM,MCC,1.0
(80:20),40,3,RandomForest,Accuracy,0.9166666666666666
(80:20),40,3,RandomForest,F1_score,0.6666666666666666
(80:20),40,3,RandomForest,Sensitivity,0.5
(80:20),40,3,RandomForest,Specificity,1.0
(80:20),40,3,RandomForest,ROC_AUC,0.9500000000000001
(80:20),40,3,RandomForest,PR_AUC,0.8333333333333333
(80:20),40,3,RandomForest,Balanced_Accuracy,0.75
(80:20),40,3,RandomForest,MCC,0.674199862463242
(80:20),40,3,LogisticRegression,Accuracy,0.9166666666666666
(80:20),40,3,LogisticRegression,F1_score,0.8
(80:20),40,3,LogisticRegression,Sensitivity,1.0
(80:20),40,3,LogisticRegression,Specificity,0.9
(80:20),40,3,LogisticRegression,ROC_AUC,1.0
(80:20),40,3,LogisticRegression,PR_AUC,1.0
(80:20),40,3,LogisticRegression,Balanced_Accuracy,0.95
(80:20),40,3,LogisticRegression,MCC,0.7745966692414834
(80:20),40,3,MLP,Accuracy,0.9166666666666666
(80:20),40,3,MLP,F1_score,0.8
(80:20),40,3,MLP,Sensitivity,1.0
(80:20),40,3,MLP,Specificity,0.9
(80:20),40,3,MLP,ROC_AUC,1.0
(80:20),40,3,MLP,PR_AUC,1.0
(80:20),40,3,MLP,Balanced_Accuracy,0.95
(80:20),40,3,MLP,MCC,0.7745966692414834
(80:20),40,4,SVM,Accuracy,0.75
(80:20),40,4,SVM,F1_score,0.0
(80:20),40,4,SVM,Sensitivity,0.0
(80:20),40,4,SVM,Specificity,1.0
(80:20),40,4,SVM,ROC_AUC,0.9259259259259258
(80:20),40,4,SVM,PR_AUC,0.8055555555555556
(80:20),40,4,SVM,Balanced_Accuracy,0.5
(80:20),40,4,SVM,MCC,0.0
(80:20),40,4,RandomForest,Accuracy,0.6666666666666666
(80:20),40,4,RandomForest,F1_score,0.0
(80:20),40,4,RandomForest,Sensitivity,0.0
(80:20),40,4,RandomForest,Specificity,0.8888888888888888
(80:20),40,4,RandomForest,ROC_AUC,0.7962962962962963
(80:20),40,4,RandomForest,PR_AUC,0.5317460317460317
(80:20),40,4,RandomForest,Balanced_Accuracy,0.4444444444444444
(80:20),40,4,RandomForest,MCC,-0.17407765595569785
(80:20),40,4,LogisticRegression,Accuracy,0.8333333333333334
(80:20),40,4,LogisticRegression,F1_score,0.5
(80:20),40,4,LogisticRegression,Sensitivity,0.3333333333333333
(80:20),40,4,LogisticRegression,Specificity,1.0
(80:20),40,4,LogisticRegression,ROC_AUC,1.0
(80:20),40,4,LogisticRegression,PR_AUC,1.0
(80:20),40,4,LogisticRegression,Balanced_Accuracy,0.6666666666666666
(80:20),40,4,LogisticRegression,MCC,0.5222329678670935
(80:20),40,4,MLP,Accuracy,0.9166666666666666
(80:20),40,4,MLP,F1_score,0.8
(80:20),40,4,MLP,Sensitivity,0.6666666666666666
(80:20),40,4,MLP,Specificity,1.0
(80:20),40,4,MLP,ROC_AUC,0.8518518518518519
(80:20),40,4,MLP,PR_AUC,0.8095238095238095
(80:20),40,4,MLP,Balanced_Accuracy,0.8333333333333333
(80:20),40,4,MLP,MCC,0.7745966692414834
(80:20),40,5,SVM,Accuracy,0.9166666666666666
(80:20),40,5,SVM,F1_score,0.6666666666666666
(80:20),40,5,SVM,Sensitivity,0.5
(80:20),40,5,SVM,Specificity,1.0
(80:20),40,5,SVM,ROC_AUC,0.7
(80:20),40,5,SVM,PR_AUC,0.625
(80:20),40,5,SVM,Balanced_Accuracy,0.75
(80:20),40,5,SVM,MCC,0.674199862463242
(80:20),40,5,RandomForest,Accuracy,0.9166666666666666
(80:20),40,5,RandomForest,F1_score,0.6666666666666666
(80:20),40,5,RandomForest,Sensitivity,0.5
(80:20),40,5,RandomForest,Specificity,1.0
(80:20),40,5,RandomForest,ROC_AUC,1.0
(80:20),40,5,RandomForest,PR_AUC,1.0
(80:20),40,5,RandomForest,Balanced_Accuracy,0.75
(80:20),40,5,RandomForest,MCC,0.674199862463242
(80:20),40,5,LogisticRegression,Accuracy,0.9166666666666666
(80:20),40,5,LogisticRegression,F1_score,0.8
(80:20),40,5,LogisticRegression,Sensitivity,1.0
(80:20),40,5,LogisticRegression,Specificity,0.9
(80:20),40,5,LogisticRegression,ROC_AUC,0.9500000000000001
(80:20),40,5,LogisticRegression,PR_AUC,0.8333333333333333
(80:20),40,5,LogisticRegression,Balanced_Accuracy,0.95
(80:20),40,5,LogisticRegression,MCC,0.7745966692414834
(80:20),40,5,MLP,Accuracy,0.75
(80:20),40,5,MLP,F1_score,0.4
(80:20),40,5,MLP,Sensitivity,0.5
(80:20),40,5,MLP,Specificity,0.8
(80:20),40,5,MLP,ROC_AUC,0.7999999999999999
(80:20),40,5,MLP,PR_AUC,0.45
(80:20),40,5,MLP,Balanced_Accuracy,0.65
(80:20),40,5,MLP,MCC,0.25819888974716115
(80:20),40,6,SVM,Accuracy,1.0
(80:20),40,6,SVM,F1_score,1.0
(80:20),40,6,SVM,Sensitivity,1.0
(80:20),40,6,SVM,Specificity,1.0
(80:20),40,6,SVM,ROC_AUC,1.0
(80:20),40,6,SVM,PR_AUC,1.0
(80:20),40,6,SVM,Balanced_Accuracy,1.0
(80:20),40,6,SVM,MCC,1.0
(80:20),40,6,RandomForest,Accuracy,0.8333333333333334
(80:20),40,6,RandomForest,F1_score,0.5
(80:20),40,6,RandomForest,Sensitivity,0.5
(80:20),40,6,RandomForest,Specificity,0.9
(80:20),40,6,RandomForest,ROC_AUC,0.925
(80:20),40,6,RandomForest,PR_AUC,0.5833333333333333
(80:20),40,6,RandomForest,Balanced_Accuracy,0.7
(80:20),40,6,RandomForest,MCC,0.4
(80:20),40,6,LogisticRegression,Accuracy,0.9166666666666666
(80:20),40,6,LogisticRegression,F1_score,0.8
(80:20),40,6,LogisticRegression,Sensitivity,1.0
(80:20),40,6,LogisticRegression,Specificity,0.9
(80:20),40,6,LogisticRegression,ROC_AUC,0.9500000000000001
(80:20),40,6,LogisticRegression,PR_AUC,0.8333333333333333
(80:20),40,6,LogisticRegression,Balanced_Accuracy,0.95
(80:20),40,6,LogisticRegression,MCC,0.7745966692414834
(80:20),40,6,MLP,Accuracy,0.8333333333333334
(80:20),40,6,MLP,F1_score,0.6666666666666666
(80:20),40,6,MLP,Sensitivity,1.0
(80:20),40,6,MLP,Specificity,0.8
(80:20),40,6,MLP,ROC_AUC,1.0
(80:20),40,6,MLP,PR_AUC,1.0
(80:20),40,6,MLP,Balanced_Accuracy,0.9
(80:20),40,6,MLP,MCC,0.6324555320336759
(80:20),40,7,SVM,Accuracy,0.75
(80:20),40,7,SVM,F1_score,0.0
(80:20),40,7,SVM,Sensitivity,0.0
(80:20),40,7,SVM,Specificity,1.0
(80:20),40,7,SVM,ROC_AUC,0.9629629629629629
(80:20),40,7,SVM,PR_AUC,0.9166666666666665
(80:20),40,7,SVM,Balanced_Accuracy,0.5
(80:20),40,7,SVM,MCC,0.0
(80:20),40,7,RandomForest,Accuracy,0.8333333333333334
(80:20),40,7,RandomForest,F1_score,0.5
(80:20),40,7,RandomForest,Sensitivity,0.3333333333333333
(80:20),40,7,RandomForest,Specificity,1.0
(80:20),40,7,RandomForest,ROC_AUC,0.7407407407407407
(80:20),40,7,RandomForest,PR_AUC,0.6095238095238096
(80:20),40,7,RandomForest,Balanced_Accuracy,0.6666666666666666
(80:20),40,7,RandomForest,MCC,0.5222329678670935
(80:20),40,7,LogisticRegression,Accuracy,0.9166666666666666
(80:20),40,7,LogisticRegression,F1_score,0.8
(80:20),40,7,LogisticRegression,Sensitivity,0.6666666666666666
(80:20),40,7,LogisticRegression,Specificity,1.0
(80:20),40,7,LogisticRegression,ROC_AUC,1.0
(80:20),40,7,LogisticRegression,PR_AUC,1.0
(80:20),40,7,LogisticRegression,Balanced_Accuracy,0.8333333333333333
(80:20),40,7,LogisticRegression,MCC,0.7745966692414834
(80:20),40,7,MLP,Accuracy,1.0
(80:20),40,7,MLP,F1_score,1.0
(80:20),40,7,MLP,Sensitivity,1.0
(80:20),40,7,MLP,Specificity,1.0
(80:20),40,7,MLP,ROC_AUC,1.0
(80:20),40,7,MLP,PR_AUC,1.0
(80:20),40,7,MLP,Balanced_Accuracy,1.0
(80:20),40,7,MLP,MCC,1.0
(80:20),40,8,SVM,Accuracy,0.9166666666666666
(80:20),40,8,SVM,F1_score,0.6666666666666666
(80:20),40,8,SVM,Sensitivity,0.5
(80:20),40,8,SVM,Specificity,1.0
(80:20),40,8,SVM,ROC_AUC,0.9
(80:20),40,8,SVM,PR_AUC,0.75
(80:20),40,8,SVM,Balanced_Accuracy,0.75
(80:20),40,8,SVM,MCC,0.674199862463242
(80:20),40,8,RandomForest,Accuracy,0.9166666666666666
(80:20),40,8,RandomForest,F1_score,0.6666666666666666
(80:20),40,8,RandomForest,Sensitivity,0.5
(80:20),40,8,RandomForest,Specificity,1.0
(80:20),40,8,RandomForest,ROC_AUC,0.9750000000000001
(80:20),40,8,RandomForest,PR_AUC,0.8333333333333333
(80:20),40,8,RandomForest,Balanced_Accuracy,0.75
(80:20),40,8,RandomForest,MCC,0.674199862463242
(80:20),40,8,LogisticRegression,Accuracy,0.9166666666666666
(80:20),40,8,LogisticRegression,F1_score,0.6666666666666666
(80:20),40,8,LogisticRegression,Sensitivity,0.5
(80:20),40,8,LogisticRegression,Specificity,1.0
(80:20),40,8,LogisticRegression,ROC_AUC,1.0
(80:20),40,8,LogisticRegression,PR_AUC,1.0
(80:20),40,8,LogisticRegression,Balanced_Accuracy,0.75
(80:20),40,8,LogisticRegression,MCC,0.674199862463242
(80:20),40,8,MLP,Accuracy,0.9166666666666666
(80:20),40,8,MLP,F1_score,0.6666666666666666
(80:20),40,8,MLP,Sensitivity,0.5
(80:20),40,8,MLP,Specificity,1.0
(80:20),40,8,MLP,ROC_AUC,1.0
(80:20),40,8,MLP,PR_AUC,1.0
(80:20),40,8,MLP,Balanced_Accuracy,0.75
(80:20),40,8,MLP,MCC,0.674199862463242
(80:20),40,9,SVM,Accuracy,0.8333333333333334
(80:20),40,9,SVM,F1_score,0.5
(80:20),40,9,SVM,Sensitivity,0.3333333333333333
(80:20),40,9,SVM,Specificity,1.0
(80:20),40,9,SVM,ROC_AUC,0.7777777777777778
(80:20),40,9,SVM,PR_AUC,0.6428571428571428
(80:20),40,9,SVM,Balanced_Accuracy,0.6666666666666666
(80:20),40,9,SVM,MCC,0.5222329678670935
(80:20),40,9,RandomForest,Accuracy,0.8333333333333334
(80:20),40,9,RandomForest,F1_score,0.5
(80:20),40,9,RandomForest,Sensitivity,0.3333333333333333
(80:20),40,9,RandomForest,Specificity,1.0
(80:20),40,9,RandomForest,ROC_AUC,0.7777777777777778
(80:20),40,9,RandomForest,PR_AUC,0.6428571428571428
(80:20),40,9,RandomForest,Balanced_Accuracy,0.6666666666666666
(80:20),40,9,RandomForest,MCC,0.5222329678670935
(80:20),40,9,LogisticRegression,Accuracy,0.8333333333333334
(80:20),40,9,LogisticRegression,F1_score,0.5
(80:20),40,9,LogisticRegression,Sensitivity,0.3333333333333333
(80:20),40,9,LogisticRegression,Specificity,1.0
(80:20),40,9,LogisticRegression,ROC_AUC,0.8148148148148148
(80:20),40,9,LogisticRegression,PR_AUC,0.7916666666666666
(80:20),40,9,LogisticRegression,Balanced_Accuracy,0.6666666666666666
(80:20),40,9,LogisticRegression,MCC,0.5222329678670935
(80:20),40,9,MLP,Accuracy,0.8333333333333334
(80:20),40,9,MLP,F1_score,0.5
(80:20),40,9,MLP,Sensitivity,0.3333333333333333
(80:20),40,9,MLP,Specificity,1.0
(80:20),40,9,MLP,ROC_AUC,0.8518518518518519
(80:20),40,9,MLP,PR_AUC,0.7222222222222222
(80:20),40,9,MLP,Balanced_Accuracy,0.6666666666666666
(80:20),40,9,MLP,MCC,0.5222329678670935
(80:20),40,10,SVM,Accuracy,0.75
(80:20),40,10,SVM,F1_score,0.0
(80:20),40,10,SVM,Sensitivity,0.0
(80:20),40,10,SVM,Specificity,0.9
(80:20),40,10,SVM,ROC_AUC,0.75
(80:20),40,10,SVM,PR_AUC,0.41666666666666663
(80:20),40,10,SVM,Balanced_Accuracy,0.45
(80:20),40,10,SVM,MCC,-0.13483997249264842
(80:20),40,10,RandomForest,Accuracy,0.6666666666666666
(80:20),40,10,RandomForest,F1_score,0.0
(80:20),40,10,RandomForest,Sensitivity,0.0
(80:20),40,10,RandomForest,Specificity,0.8
(80:20),40,10,RandomForest,ROC_AUC,0.55
(80:20),40,10,RandomForest,PR_AUC,0.24285714285714285
(80:20),40,10,RandomForest,Balanced_Accuracy,0.4
(80:20),40,10,RandomForest,MCC,-0.2
(80:20),40,10,LogisticRegression,Accuracy,0.75
(80:20),40,10,LogisticRegression,F1_score,0.0
(80:20),40,10,LogisticRegression,Sensitivity,0.0
(80:20),40,10,LogisticRegression,Specificity,0.9
(80:20),40,10,LogisticRegression,ROC_AUC,0.8
(80:20),40,10,LogisticRegression,PR_AUC,0.41666666666666663
(80:20),40,10,LogisticRegression,Balanced_Accuracy,0.45
(80:20),40,10,LogisticRegression,MCC,-0.13483997249264842
(80:20),40,10,MLP,Accuracy,0.75
(80:20),40,10,MLP,F1_score,0.0
(80:20),40,10,MLP,Sensitivity,0.0
(80:20),40,10,MLP,Specificity,0.9
(80:20),40,10,MLP,ROC_AUC,0.6
(80:20),40,10,MLP,PR_AUC,0.26666666666666666
(80:20),40,10,MLP,Balanced_Accuracy,0.45
(80:20),40,10,MLP,MCC,-0.13483997249264842
(80:20),200,0,SVM,Accuracy,0.8333333333333334
(80:20),200,0,SVM,F1_score,0.4444444444444444
(80:20),200,0,SVM,Sensitivity,0.3333333333333333
(80:20),200,0,SVM,Specificity,0.9583333333333334
(80:20),200,0,SVM,ROC_AUC,0.9045138888888888
(80:20),200,0,SVM,PR_AUC,0.6980002405002406
(80:20),200,0,SVM,Balanced_Accuracy,0.6458333333333334
(80:20),200,0,SVM,MCC,0.3888888888888889
(80:20),200,0,RandomForest,Accuracy,0.8833333333333333
(80:20),200,0,RandomForest,F1_score,0.631578947368421
(80:20),200,0,RandomForest,Sensitivity,0.5
(80:20),200,0,RandomForest,Specificity,0.9791666666666666
(80:20),200,0,RandomForest,ROC_AUC,0.8862847222222222
(80:20),200,0,RandomForest,PR_AUC,0.7601085424726395
(80:20),200,0,RandomForest,Balanced_Accuracy,0.7395833333333333
(80:20),200,0,RandomForest,MCC,0.5970502513988398
(80:20),200,0,LogisticRegression,Accuracy,0.8666666666666667
(80:20),200,0,LogisticRegression,F1_score,0.5555555555555556
(80:20),200,0,LogisticRegression,Sensitivity,0.4166666666666667
(80:20),200,0,LogisticRegression,Specificity,0.9791666666666666
(80:20),200,0,LogisticRegression,ROC_AUC,0.9218750000000001
(80:20),200,0,LogisticRegression,PR_AUC,0.8215689332217466
(80:20),200,0,LogisticRegression,Balanced_Accuracy,0.6979166666666666
(80:20),200,0,LogisticRegression,MCC,0.5277777777777778
(80:20),200,0,MLP,Accuracy,0.8833333333333333
(80:20),200,0,MLP,F1_score,0.72
(80:20),200,0,MLP,Sensitivity,0.75
(80:20),200,0,MLP,Specificity,0.9166666666666666
(80:20),200,0,MLP,ROC_AUC,0.9288194444444444
(80:20),200,0,MLP,PR_AUC,0.7705525754438799
(80:20),200,0,MLP,Balanced_Accuracy,0.8333333333333333
(80:20),200,0,MLP,MCC,0.6472907152501879
(80:20),200,1,SVM,Accuracy,0.85
(80:20),200,1,SVM,F1_score,0.6086956521739131
(80:20),200,1,SVM,Sensitivity,0.5833333333333334
(80:20),200,1,SVM,Specificity,0.9166666666666666
(80:20),200,1,SVM,ROC_AUC,0.9253472222222222
(80:20),200,1,SVM,PR_AUC,0.7393120768120769
(80:20),200,1,SVM,Balanced_Accuracy,0.75
(80:20),200,1,SVM,MCC,0.5168765907047377
(80:20),200,1,RandomForest,Accuracy,0.85
(80:20),200,1,RandomForest,F1_score,0.6086956521739131
(80:20),200,1,RandomForest,Sensitivity,0.5833333333333334
(80:20),200,1,RandomForest,Specificity,0.9166666666666666
(80:20),200,1,RandomForest,ROC_AUC,0.8880208333333334
(80:20),200,1,RandomForest,PR_AUC,0.7544262207091156
(80:20),200,1,RandomForest,Balanced_Accuracy,0.75
(80:20),200,1,RandomForest,MCC,0.5168765907047377
(80:20),200,1,LogisticRegression,Accuracy,0.8666666666666667
(80:20),200,1,LogisticRegression,F1_score,0.6923076923076923
(80:20),200,1,LogisticRegression,Sensitivity,0.75
(80:20),200,1,LogisticRegression,Specificity,0.8958333333333334
(80:20),200,1,LogisticRegression,ROC_AUC,0.8784722222222222
(80:20),200,1,LogisticRegression,PR_AUC,0.5013105315736894
(80:20),200,1,LogisticRegression,Balanced_Accuracy,0.8229166666666667
(80:20),200,1,LogisticRegression,MCC,0.610785564835303
(80:20),200,1,MLP,Accuracy,0.8666666666666667
(80:20),200,1,MLP,F1_score,0.6923076923076923
(80:20),200,1,MLP,Sensitivity,0.75
(80:20),200,1,MLP,Specificity,0.8958333333333334
(80:20),200,1,MLP,ROC_AUC,0.9305555555555556
(80:20),200,1,MLP,PR_AUC,0.7770340569253614
(80:20),200,1,MLP,Balanced_Accuracy,0.8229166666666667
(80:20),200,1,MLP,MCC,0.610785564835303
(80:20),200,3,SVM,Accuracy,0.8833333333333333
(80:20),200,3,SVM,F1_score,0.5882352941176471
(80:20),200,3,SVM,Sensitivity,0.4166666666666667
(80:20),200,3,SVM,Specificity,1.0
(80:20),200,3,SVM,ROC_AUC,0.9826388888888888
(80:20),200,3,SVM,PR_AUC,0.9489019752177646
(80:20),200,3,SVM,Balanced_Accuracy,0.7083333333333334
(80:20),200,3,SVM,MCC,0.6030226891555273
(80:20),200,3,RandomForest,Accuracy,0.9166666666666666
(80:20),200,3,RandomForest,F1_score,0.7619047619047619
(80:20),200,3,RandomForest,Sensitivity,0.6666666666666666
(80:20),200,3,RandomForest,Specificity,0.9791666666666666
(80:20),200,3,RandomForest,ROC_AUC,0.954861111111111
(80:20),200,3,RandomForest,PR_AUC,0.8771917896917896
(80:20),200,3,RandomForest,Balanced_Accuracy,0.8229166666666666
(80:20),200,3,RandomForest,MCC,0.7234780434144716
(80:20),200,3,LogisticRegression,Accuracy,0.85
(80:20),200,3,LogisticRegression,F1_score,0.47058823529411764
(80:20),200,3,LogisticRegression,Sensitivity,0.3333333333333333
(80:20),200,3,LogisticRegression,Specificity,0.9791666666666666
(80:20),200,3,LogisticRegression,ROC_AUC,0.920138888888889
(80:20),200,3,LogisticRegression,PR_AUC,0.7597004847004848
(80:20),200,3,LogisticRegression,Balanced_Accuracy,0.65625
(80:20),200,3,LogisticRegression,MCC,0.45226701686664544
(80:20),200,3,MLP,Accuracy,0.95
(80:20),200,3,MLP,F1_score,0.8571428571428571
(80:20),200,3,MLP,Sensitivity,0.75
(80:20),200,3,MLP,Specificity,1.0
(80:20),200,3,MLP,ROC_AUC,0.984375
(80:20),200,3,MLP,PR_AUC,0.9564777327935224
(80:20),200,3,MLP,Balanced_Accuracy,0.875
(80:20),200,3,MLP,MCC,0.8401680504168058
(80:20),200,4,SVM,Accuracy,0.8833333333333333
(80:20),200,4,SVM,F1_score,0.72
(80:20),200,4,SVM,Sensitivity,0.75
(80:20),200,4,SVM,Specificity,0.9166666666666666
(80:20),200,4,SVM,ROC_AUC,0.9045138888888888
(80:20),200,4,SVM,PR_AUC,0.6312206312206312
(80:20),200,4,SVM,Balanced_Accuracy,0.8333333333333333
(80:20),200,4,SVM,MCC,0.6472907152501879
(80:20),200,4,RandomForest,Accuracy,0.8833333333333333
(80:20),200,4,RandomForest,F1_score,0.72
(80:20),200,4,RandomForest,Sensitivity,0.75
(80:20),200,4,RandomForest,Specificity,0.9166666666666666
(80:20),200,4,RandomForest,ROC_AUC,0.8888888888888888
(80:20),200,4,RandomForest,PR_AUC,0.6793477734729718
(80:20),200,4,RandomForest,Balanced_Accuracy,0.8333333333333333
(80:20),200,4,RandomForest,MCC,0.6472907152501879
(80:20),200,4,LogisticRegression,Accuracy,0.8666666666666667
(80:20),200,4,LogisticRegression,F1_score,0.7142857142857143
(80:20),200,4,LogisticRegression,Sensitivity,0.8333333333333334
(80:20),200,4,LogisticRegression,Specificity,0.875
(80:20),200,4,LogisticRegression,ROC_AUC,0.90625
(80:20),200,4,LogisticRegression,PR_AUC,0.5543394377953202
(80:20),200,4,LogisticRegression,Balanced_Accuracy,0.8541666666666667
(80:20),200,4,LogisticRegression,MCC,0.6407116072277477
(80:20),200,4,MLP,Accuracy,0.9
(80:20),200,4,MLP,F1_score,0.7857142857142857
(80:20),200,4,MLP,Sensitivity,0.9166666666666666
(80:20),200,4,MLP,Specificity,0.8958333333333334
(80:20),200,4,MLP,ROC_AUC,0.9010416666666667
(80:20),200,4,MLP,PR_AUC,0.6281159812409812
(80:20),200,4,MLP,Balanced_Accuracy,0.90625
(80:20),200,4,MLP,MCC,0.7349339024082988
(80:20),200,5,SVM,Accuracy,0.9333333333333333
(80:20),200,5,SVM,F1_score,0.8
(80:20),200,5,SVM,Sensitivity,0.6666666666666666
(80:20),200,5,SVM,Specificity,1.0
(80:20),200,5,SVM,ROC_AUC,0.9739583333333333
(80:20),200,5,SVM,PR_AUC,0.9210343567251463
(80:20),200,5,SVM,Balanced_Accuracy,0.8333333333333333
(80:20),200,5,SVM,MCC,0.7844645405527361
(80:20),200,5,RandomForest,Accuracy,0.8666666666666667
(80:20),200,5,RandomForest,F1_score,0.6363636363636364
(80:20),200,5,RandomForest,Sensitivity,0.5833333333333334
(80:20),200,5,RandomForest,Specificity,0.9375
(80:20),200,5,RandomForest,ROC_AUC,0.9461805555555556
(80:20),200,5,RandomForest,PR_AUC,0.7997061965811967
(80:20),200,5,RandomForest,Balanced_Accuracy,0.7604166666666667
(80:20),200,5,RandomForest,MCC,0.5590169943749475
(80:20),200,5,LogisticRegression,Accuracy,0.8833333333333333
(80:20),200,5,LogisticRegression,F1_score,0.6956521739130435
(80:20),200,5,LogisticRegression,Sensitivity,0.6666666666666666
(80:20),200,5,LogisticRegression,Specificity,0.9375
(80:20),200,5,LogisticRegression,ROC_AUC,0.9461805555555556
(80:20),200,5,LogisticRegression,PR_AUC,0.789222187412977
(80:20),200,5,LogisticRegression,Balanced_Accuracy,0.8020833333333333
(80:20),200,5,LogisticRegression,MCC,0.6245592137682247
(80:20),200,5,MLP,Accuracy,0.95
(80:20),200,5,MLP,F1_score,0.8571428571428571
(80:20),200,5,MLP,Sensitivity,0.75
(80:20),200,5,MLP,Specificity,1.0
(80:20),200,5,MLP,ROC_AUC,0.9722222222222222
(80:20),200,5,MLP,PR_AUC,0.9184027777777778
(80:20),200,5,MLP,Balanced_Accuracy,0.875
(80:20),200,5,MLP,MCC,0.8401680504168058
(80:20),200,6,SVM,Accuracy,0.9
(80:20),200,6,SVM,F1_score,0.6666666666666666
(80:20),200,6,SVM,Sensitivity,0.5
(80:20),200,6,SVM,Specificity,1.0
(80:20),200,6,SVM,ROC_AUC,0.9895833333333333
(80:20),200,6,SVM,PR_AUC,0.9646464646464646
(80:20),200,6,SVM,Balanced_Accuracy,0.75
(80:20),200,6,SVM,MCC,0.6666666666666666
