imbalance_scenario,sample_size,seed,model,metric,value
(50:50),200,5,MLP,Balanced_Accuracy,0.8333333333333334
(50:50),200,5,MLP,MCC,0.6666666666666666
(50:50),200,6,SVM,Accuracy,0.8166666666666667
(50:50),200,6,SVM,F1_score,0.8135593220338984
(50:50),200,6,SVM,Sensitivity,0.8
(50:50),200,6,SVM,Specificity,0.8333333333333334
(50:50),200,6,SVM,ROC_AUC,0.9333333333333333
(50:50),200,6,SVM,PR_AUC,0.9419558828331619
(50:50),200,6,SVM,Balanced_Accuracy,0.8166666666666667
(50:50),200,6,SVM,MCC,0.6336854786668166
(50:50),200,6,RandomForest,Accuracy,0.8666666666666667
(50:50),200,6,RandomForest,F1_score,0.8666666666666667
(50:50),200,6,RandomForest,Sensitivity,0.8666666666666667
(50:50),200,6,RandomForest,Specificity,0.8666666666666667
(50:50),200,6,RandomForest,ROC_AUC,0.9633333333333334
(50:50),200,6,RandomForest,PR_AUC,0.9657506471989231
(50:50),200,6,RandomForest,Balanced_Accuracy,0.8666666666666667
(50:50),200,6,RandomForest,MCC,0.7333333333333333
(50:50),200,6,LogisticRegression,Accuracy,0.75
(50:50),200,6,LogisticRegression,F1_score,0.7692307692307693
(50:50),200,6,LogisticRegression,Sensitivity,0.8333333333333334
(50:50),200,6,LogisticRegression,Specificity,0.6666666666666666
(50:50),200,6,LogisticRegression,ROC_AUC,0.8566666666666667
(50:50),200,6,LogisticRegression,PR_AUC,0.8453505455289142
(50:50),200,6,LogisticRegression,Balanced_Accuracy,0.75
(50:50),200,6,LogisticRegression,MCC,0.50709255283711
(50:50),200,6,MLP,Accuracy,0.9333333333333333
(50:50),200,6,MLP,F1_score,0.9333333333333333
(50:50),200,6,MLP,Sensitivity,0.9333333333333333
(50:50),200,6,MLP,Specificity,0.9333333333333333
(50:50),200,6,MLP,ROC_AUC,0.9733333333333334
(50:50),200,6,MLP,PR_AUC,0.9749019215463492
(50:50),200,6,MLP,Balanced_Accuracy,0.9333333333333333
(50:50),200,6,MLP,MCC,0.8666666666666667
(50:50),200,7,SVM,Accuracy,0.7833333333333333
(50:50),200,7,SVM,F1_score,0.7868852459016393
(50:50),200,7,SVM,Sensitivity,0.8
(50:50),200,7,SVM,Specificity,0.7666666666666667
(50:50),200,7,SVM,ROC_AUC,0.8933333333333333
(50:50),200,7,SVM,PR_AUC,0.8981314207794848
(50:50),200,7,SVM,Balanced_Accuracy,0.7833333333333334
(50:50),200,7,SVM,MCC,0.5669817440703095
(50:50),200,7,RandomForest,Accuracy,0.8166666666666667
(50:50),200,7,RandomForest,F1_score,0.8253968253968254
(50:50),200,7,RandomForest,Sensitivity,0.8666666666666667
(50:50),200,7,RandomForest,Specificity,0.7666666666666667
(50:50),200,7,RandomForest,ROC_AUC,0.9272222222222223
(50:50),200,7,RandomForest,PR_AUC,0.932245212977024
(50:50),200,7,RandomForest,Balanced_Accuracy,0.8166666666666667
(50:50),200,7,RandomForest,MCC,0.6365239496641676
(50:50),200,7,LogisticRegression,Accuracy,0.7833333333333333
(50:50),200,7,LogisticRegression,F1_score,0.7936507936507936
(50:50),200,7,LogisticRegression,Sensitivity,0.8333333333333334
(50:50),200,7,LogisticRegression,Specificity,0.7333333333333333
(50:50),200,7,LogisticRegression,ROC_AUC,0.8677777777777778
(50:50),200,7,LogisticRegression,PR_AUC,0.8323447067034957
(50:50),200,7,LogisticRegression,Balanced_Accuracy,0.7833333333333333
(50:50),200,7,LogisticRegression,MCC,0.5695214286468868
(50:50),200,7,MLP,Accuracy,0.85
(50:50),200,7,MLP,F1_score,0.8571428571428571
(50:50),200,7,MLP,Sensitivity,0.9
(50:50),200,7,MLP,Specificity,0.8
(50:50),200,7,MLP,ROC_AUC,0.9255555555555556
(50:50),200,7,MLP,PR_AUC,0.9284304919835566
(50:50),200,7,MLP,Balanced_Accuracy,0.8500000000000001
(50:50),200,7,MLP,MCC,0.7035264706814485
(50:50),200,8,SVM,Accuracy,0.9
(50:50),200,8,SVM,F1_score,0.90625
(50:50),200,8,SVM,Sensitivity,0.9666666666666667
(50:50),200,8,SVM,Specificity,0.8333333333333334
(50:50),200,8,SVM,ROC_AUC,0.9722222222222223
(50:50),200,8,SVM,PR_AUC,0.9736734552221546
(50:50),200,8,SVM,Balanced_Accuracy,0.9
(50:50),200,8,SVM,MCC,0.807207352795575
(50:50),200,8,RandomForest,Accuracy,0.8333333333333334
(50:50),200,8,RandomForest,F1_score,0.8333333333333334
(50:50),200,8,RandomForest,Sensitivity,0.8333333333333334
(50:50),200,8,RandomForest,Specificity,0.8333333333333334
(50:50),200,8,RandomForest,ROC_AUC,0.9572222222222223
(50:50),200,8,RandomForest,PR_AUC,0.9552323658991186
(50:50),200,8,RandomForest,Balanced_Accuracy,0.8333333333333334
(50:50),200,8,RandomForest,MCC,0.6666666666666666
(50:50),200,8,LogisticRegression,Accuracy,0.8
(50:50),200,8,LogisticRegression,F1_score,0.8064516129032258
(50:50),200,8,LogisticRegression,Sensitivity,0.8333333333333334
(50:50),200,8,LogisticRegression,Specificity,0.7666666666666667
(50:50),200,8,LogisticRegression,ROC_AUC,0.8833333333333333
(50:50),200,8,LogisticRegression,PR_AUC,0.8793139674571899
(50:50),200,8,LogisticRegression,Balanced_Accuracy,0.8
(50:50),200,8,LogisticRegression,MCC,0.6013377943029549
(50:50),200,8,MLP,Accuracy,0.8666666666666667
(50:50),200,8,MLP,F1_score,0.875
(50:50),200,8,MLP,Sensitivity,0.9333333333333333
(50:50),200,8,MLP,Specificity,0.8
(50:50),200,8,MLP,ROC_AUC,0.9455555555555555
(50:50),200,8,MLP,PR_AUC,0.9435371486749775
(50:50),200,8,MLP,Balanced_Accuracy,0.8666666666666667
(50:50),200,8,MLP,MCC,0.7399400733959437
(50:50),200,9,SVM,Accuracy,0.9
(50:50),200,9,SVM,F1_score,0.9032258064516129
(50:50),200,9,SVM,Sensitivity,0.9333333333333333
(50:50),200,9,SVM,Specificity,0.8666666666666667
(50:50),200,9,SVM,ROC_AUC,0.9555555555555555
(50:50),200,9,SVM,PR_AUC,0.9558370401378461
(50:50),200,9,SVM,Balanced_Accuracy,0.9
(50:50),200,9,SVM,MCC,0.8017837257372731
(50:50),200,9,RandomForest,Accuracy,0.8833333333333333
(50:50),200,9,RandomForest,F1_score,0.8813559322033898
(50:50),200,9,RandomForest,Sensitivity,0.8666666666666667
(50:50),200,9,RandomForest,Specificity,0.9
(50:50),200,9,RandomForest,ROC_AUC,0.9705555555555555
(50:50),200,9,RandomForest,PR_AUC,0.973655496596673
(50:50),200,9,RandomForest,Balanced_Accuracy,0.8833333333333333
(50:50),200,9,RandomForest,MCC,0.7670929478598306
(50:50),200,9,LogisticRegression,Accuracy,0.9
(50:50),200,9,LogisticRegression,F1_score,0.896551724137931
(50:50),200,9,LogisticRegression,Sensitivity,0.8666666666666667
(50:50),200,9,LogisticRegression,Specificity,0.9333333333333333
(50:50),200,9,LogisticRegression,ROC_AUC,0.9488888888888889
(50:50),200,9,LogisticRegression,PR_AUC,0.9561078934484731
(50:50),200,9,LogisticRegression,Balanced_Accuracy,0.9
(50:50),200,9,LogisticRegression,MCC,0.8017837257372731
(50:50),200,9,MLP,Accuracy,0.9
(50:50),200,9,MLP,F1_score,0.9032258064516129
(50:50),200,9,MLP,Sensitivity,0.9333333333333333
(50:50),200,9,MLP,Specificity,0.8666666666666667
(50:50),200,9,MLP,ROC_AUC,0.9700000000000001
(50:50),200,9,MLP,PR_AUC,0.9701451515925086
(50:50),200,9,MLP,Balanced_Accuracy,0.9
(50:50),200,9,MLP,MCC,0.8017837257372731
(50:50),200,10,SVM,Accuracy,0.8333333333333334
(50:50),200,10,SVM,F1_score,0.8387096774193549
(50:50),200,10,SVM,Sensitivity,0.8666666666666667
(50:50),200,10,SVM,Specificity,0.8
(50:50),200,10,SVM,ROC_AUC,0.9355555555555556
(50:50),200,10,SVM,PR_AUC,0.9395306437347557
(50:50),200,10,SVM,Balanced_Accuracy,0.8333333333333334
(50:50),200,10,SVM,MCC,0.6681531047810609
(50:50),200,10,RandomForest,Accuracy,0.8166666666666667
(50:50),200,10,RandomForest,F1_score,0.819672131147541
(50:50),200,10,RandomForest,Sensitivity,0.8333333333333334
(50:50),200,10,RandomForest,Specificity,0.8
(50:50),200,10,RandomForest,ROC_AUC,0.9316666666666666
(50:50),200,10,RandomForest,PR_AUC,0.9417208458430346
(50:50),200,10,RandomForest,Balanced_Accuracy,0.8166666666666667
(50:50),200,10,RandomForest,MCC,0.6336854786668166
(50:50),200,10,LogisticRegression,Accuracy,0.7666666666666667
(50:50),200,10,LogisticRegression,F1_score,0.7666666666666667
(50:50),200,10,LogisticRegression,Sensitivity,0.7666666666666667
(50:50),200,10,LogisticRegression,Specificity,0.7666666666666667
(50:50),200,10,LogisticRegression,ROC_AUC,0.8611111111111112
(50:50),200,10,LogisticRegression,PR_AUC,0.8499302841682242
(50:50),200,10,LogisticRegression,Balanced_Accuracy,0.7666666666666667
(50:50),200,10,LogisticRegression,MCC,0.5333333333333333
(50:50),200,10,MLP,Accuracy,0.9
(50:50),200,10,MLP,F1_score,0.9
(50:50),200,10,MLP,Sensitivity,0.9
(50:50),200,10,MLP,Specificity,0.9
(50:50),200,10,MLP,ROC_AUC,0.9633333333333334
(50:50),200,10,MLP,PR_AUC,0.963213602856898
(50:50),200,10,MLP,Balanced_Accuracy,0.9
(50:50),200,10,MLP,MCC,0.8
(50:50),2000,0,SVM,Accuracy,0.945
(50:50),2000,0,SVM,F1_score,0.9447236180904522
(50:50),2000,0,SVM,Sensitivity,0.94
(50:50),2000,0,SVM,Specificity,0.95
(50:50),2000,0,SVM,ROC_AUC,0.9875222222222223
(50:50),2000,0,SVM,PR_AUC,0.9876205604750339
(50:50),2000,0,SVM,Balanced_Accuracy,0.945
(50:50),2000,0,SVM,MCC,0.8900445033377782
(50:50),2000,0,RandomForest,Accuracy,0.9066666666666666
(50:50),2000,0,RandomForest,F1_score,0.9066666666666666
(50:50),2000,0,RandomForest,Sensitivity,0.9066666666666666
(50:50),2000,0,RandomForest,Specificity,0.9066666666666666
(50:50),2000,0,RandomForest,ROC_AUC,0.9683888888888889
(50:50),2000,0,RandomForest,PR_AUC,0.9661974763040188
(50:50),2000,0,RandomForest,Balanced_Accuracy,0.9066666666666666
(50:50),2000,0,RandomForest,MCC,0.8133333333333334
(50:50),2000,0,LogisticRegression,Accuracy,0.845
(50:50),2000,0,LogisticRegression,F1_score,0.8452579034941764
(50:50),2000,0,LogisticRegression,Sensitivity,0.8466666666666667
(50:50),2000,0,LogisticRegression,Specificity,0.8433333333333334
(50:50),2000,0,LogisticRegression,ROC_AUC,0.9206555555555554
(50:50),2000,0,LogisticRegression,PR_AUC,0.9014372648233269
(50:50),2000,0,LogisticRegression,Balanced_Accuracy,0.845
(50:50),2000,0,LogisticRegression,MCC,0.690003833365278
(50:50),2000,0,MLP,Accuracy,0.9533333333333334
(50:50),2000,0,MLP,F1_score,0.9531772575250836
(50:50),2000,0,MLP,Sensitivity,0.95
(50:50),2000,0,MLP,Specificity,0.9566666666666667
(50:50),2000,0,MLP,ROC_AUC,0.9896999999999999
(50:50),2000,0,MLP,PR_AUC,0.9901453925076366
(50:50),2000,0,MLP,Balanced_Accuracy,0.9533333333333334
(50:50),2000,0,MLP,MCC,0.9066868154864446
(50:50),2000,1,SVM,Accuracy,0.9233333333333333
(50:50),2000,1,SVM,F1_score,0.9248366013071896
(50:50),2000,1,SVM,Sensitivity,0.9433333333333334
(50:50),2000,1,SVM,Specificity,0.9033333333333333
(50:50),2000,1,SVM,ROC_AUC,0.9779444444444444
(50:50),2000,1,SVM,PR_AUC,0.9790052188391826
(50:50),2000,1,SVM,Balanced_Accuracy,0.9233333333333333
(50:50),2000,1,SVM,MCC,0.8473448138852527
(50:50),2000,1,RandomForest,Accuracy,0.885
(50:50),2000,1,RandomForest,F1_score,0.8874388254486134
(50:50),2000,1,RandomForest,Sensitivity,0.9066666666666666
(50:50),2000,1,RandomForest,Specificity,0.8633333333333333
(50:50),2000,1,RandomForest,ROC_AUC,0.9632722222222222
(50:50),2000,1,RandomForest,PR_AUC,0.9626612485631243
(50:50),2000,1,RandomForest,Balanced_Accuracy,0.885
(50:50),2000,1,RandomForest,MCC,0.770723964187037
(50:50),2000,1,LogisticRegression,Accuracy,0.8233333333333334
(50:50),2000,1,LogisticRegression,F1_score,0.8250825082508251
(50:50),2000,1,LogisticRegression,Sensitivity,0.8333333333333334
(50:50),2000,1,LogisticRegression,Specificity,0.8133333333333334
(50:50),2000,1,LogisticRegression,ROC_AUC,0.9041444444444444
(50:50),2000,1,LogisticRegression,PR_AUC,0.8896613652886705
(50:50),2000,1,LogisticRegression,Balanced_Accuracy,0.8233333333333334
(50:50),2000,1,LogisticRegression,MCC,0.6467960388129378
(50:50),2000,1,MLP,Accuracy,0.94
(50:50),2000,1,MLP,F1_score,0.9413680781758957
(50:50),2000,1,MLP,Sensitivity,0.9633333333333334
(50:50),2000,1,MLP,Specificity,0.9166666666666666
(50:50),2000,1,MLP,ROC_AUC,0.9868222222222223
(50:50),2000,1,MLP,PR_AUC,0.9874985924437824
(50:50),2000,1,MLP,Balanced_Accuracy,0.94
(50:50),2000,1,MLP,MCC,0.8809597901643016
(50:50),2000,3,SVM,Accuracy,0.91
(50:50),2000,3,SVM,F1_score,0.9093959731543624
(50:50),2000,3,SVM,Sensitivity,0.9033333333333333
(50:50),2000,3,SVM,Specificity,0.9166666666666666
(50:50),2000,3,SVM,ROC_AUC,0.975388888888889
(50:50),2000,3,SVM,PR_AUC,0.976166312178596
(50:50),2000,3,SVM,Balanced_Accuracy,0.9099999999999999
(50:50),2000,3,SVM,MCC,0.8200728986088475
(50:50),2000,3,RandomForest,Accuracy,0.8666666666666667
(50:50),2000,3,RandomForest,F1_score,0.864406779661017
(50:50),2000,3,RandomForest,Sensitivity,0.85
(50:50),2000,3,RandomForest,Specificity,0.8833333333333333
(50:50),2000,3,RandomForest,ROC_AUC,0.9472888888888888
(50:50),2000,3,RandomForest,PR_AUC,0.9429350223886492
(50:50),2000,3,RandomForest,Balanced_Accuracy,0.8666666666666667
(50:50),2000,3,RandomForest,MCC,0.733741080561577
(50:50),2000,3,LogisticRegression,Accuracy,0.825
(50:50),2000,3,LogisticRegression,F1_score,0.8287112561174551
(50:50),2000,3,LogisticRegression,Sensitivity,0.8466666666666667
(50:50),2000,3,LogisticRegression,Specificity,0.8033333333333333
(50:50),2000,3,LogisticRegression,ROC_AUC,0.8999999999999999
(50:50),2000,3,LogisticRegression,PR_AUC,0.8634531950635013
(50:50),2000,3,LogisticRegression,Balanced_Accuracy,0.825
(50:50),2000,3,LogisticRegression,MCC,0.6506111385994469
(50:50),2000,3,MLP,Accuracy,0.915
(50:50),2000,3,MLP,F1_score,0.9137055837563451
(50:50),2000,3,MLP,Sensitivity,0.9
(50:50),2000,3,MLP,Specificity,0.93
(50:50),2000,3,MLP,ROC_AUC,0.9787222222222222
(50:50),2000,3,MLP,PR_AUC,0.98090460994063
(50:50),2000,3,MLP,Balanced_Accuracy,0.915
(50:50),2000,3,MLP,MCC,0.8303737523017334
(50:50),2000,4,SVM,Accuracy,0.915
(50:50),2000,4,SVM,F1_score,0.9168026101141925
(50:50),2000,4,SVM,Sensitivity,0.9366666666666666
(50:50),2000,4,SVM,Specificity,0.8933333333333333
(50:50),2000,4,SVM,ROC_AUC,0.9782833333333333
(50:50),2000,4,SVM,PR_AUC,0.9784652524632014
(50:50),2000,4,SVM,Balanced_Accuracy,0.915
(50:50),2000,4,SVM,MCC,0.8307803769808322
(50:50),2000,4,RandomForest,Accuracy,0.8916666666666667
(50:50),2000,4,RandomForest,F1_score,0.891846921797005
(50:50),2000,4,RandomForest,Sensitivity,0.8933333333333333
(50:50),2000,4,RandomForest,Specificity,0.89
(50:50),2000,4,RandomForest,ROC_AUC,0.9608666666666666
(50:50),2000,4,RandomForest,PR_AUC,0.9584748747480757
(50:50),2000,4,RandomForest,Balanced_Accuracy,0.8916666666666666
(50:50),2000,4,RandomForest,MCC,0.783337685221451
(50:50),2000,4,LogisticRegression,Accuracy,0.8366666666666667
(50:50),2000,4,LogisticRegression,F1_score,0.8344594594594594
(50:50),2000,4,LogisticRegression,Sensitivity,0.8233333333333334
(50:50),2000,4,LogisticRegression,Specificity,0.85
(50:50),2000,4,LogisticRegression,ROC_AUC,0.9214555555555555
(50:50),2000,4,LogisticRegression,PR_AUC,0.9115113175229953
(50:50),2000,4,LogisticRegression,Balanced_Accuracy,0.8366666666666667
(50:50),2000,4,LogisticRegression,MCC,0.673572868500403
(50:50),2000,4,MLP,Accuracy,0.9266666666666666
(50:50),2000,4,MLP,F1_score,0.9271523178807947
(50:50),2000,4,MLP,Sensitivity,0.9333333333333333
(50:50),2000,4,MLP,Specificity,0.92
(50:50),2000,4,MLP,ROC_AUC,0.9855
(50:50),2000,4,MLP,PR_AUC,0.985228861400271
(50:50),2000,4,MLP,Balanced_Accuracy,0.9266666666666667
(50:50),2000,4,MLP,MCC,0.853409195300264
(50:50),2000,5,SVM,Accuracy,0.9366666666666666
(50:50),2000,5,SVM,F1_score,0.9362416107382551
(50:50),2000,5,SVM,Sensitivity,0.93
(50:50),2000,5,SVM,Specificity,0.9433333333333334
(50:50),2000,5,SVM,ROC_AUC,0.9851444444444445
(50:50),2000,5,SVM,PR_AUC,0.985120237087905
(50:50),2000,5,SVM,Balanced_Accuracy,0.9366666666666668
(50:50),2000,5,SVM,MCC,0.873410973315114
(50:50),2000,5,RandomForest,Accuracy,0.9216666666666666
(50:50),2000,5,RandomForest,F1_score,0.9220563847429519
(50:50),2000,5,RandomForest,Sensitivity,0.9266666666666666
(50:50),2000,5,RandomForest,Specificity,0.9166666666666666
(50:50),2000,5,RandomForest,ROC_AUC,0.97575
(50:50),2000,5,RandomForest,PR_AUC,0.9756014193214124
(50:50),2000,5,RandomForest,Balanced_Accuracy,0.9216666666666666
(50:50),2000,5,RandomForest,MCC,0.8433755031627636
(50:50),2000,5,LogisticRegression,Accuracy,0.865
(50:50),2000,5,LogisticRegression,F1_score,0.8647746243739566
(50:50),2000,5,LogisticRegression,Sensitivity,0.8633333333333333
(50:50),2000,5,LogisticRegression,Specificity,0.8666666666666667
(50:50),2000,5,LogisticRegression,ROC_AUC,0.9304222222222222
(50:50),2000,5,LogisticRegression,PR_AUC,0.9148069408821049
(50:50),2000,5,LogisticRegression,Balanced_Accuracy,0.865
(50:50),2000,5,LogisticRegression,MCC,0.7300040555893521
(50:50),2000,5,MLP,Accuracy,0.9383333333333334
(50:50),2000,5,MLP,F1_score,0.9392446633825944
(50:50),2000,5,MLP,Sensitivity,0.9533333333333334
(50:50),2000,5,MLP,Specificity,0.9233333333333333
(50:50),2000,5,MLP,ROC_AUC,0.9847333333333333
(50:50),2000,5,MLP,PR_AUC,0.984468860473232
(50:50),2000,5,MLP,Balanced_Accuracy,0.9383333333333334
(50:50),2000,5,MLP,MCC,0.8770614331540396
(50:50),2000,6,SVM,Accuracy,0.925
(50:50),2000,6,SVM,F1_score,0.9253731343283582
(50:50),2000,6,SVM,Sensitivity,0.93
(50:50),2000,6,SVM,Specificity,0.92
(50:50),2000,6,SVM,ROC_AUC,0.9790222222222222
(50:50),2000,6,SVM,PR_AUC,0.9795620737807401
(50:50),2000,6,SVM,Balanced_Accuracy,0.925
(50:50),2000,6,SVM,MCC,0.8500425031877656
(50:50),2000,6,RandomForest,Accuracy,0.9066666666666666
(50:50),2000,6,RandomForest,F1_score,0.9066666666666666
(50:50),2000,6,RandomForest,Sensitivity,0.9066666666666666
(50:50),2000,6,RandomForest,Specificity,0.9066666666666666
(50:50),2000,6,RandomForest,ROC_AUC,0.9685166666666667
(50:50),2000,6,RandomForest,PR_AUC,0.9673416918861775
(50:50),2000,6,RandomForest,Balanced_Accuracy,0.9066666666666666
(50:50),2000,6,RandomForest,MCC,0.8133333333333334
(50:50),2000,6,LogisticRegression,Accuracy,0.8416666666666667
(50:50),2000,6,LogisticRegression,F1_score,0.8403361344537815
(50:50),2000,6,LogisticRegression,Sensitivity,0.8333333333333334
(50:50),2000,6,LogisticRegression,Specificity,0.85
(50:50),2000,6,LogisticRegression,ROC_AUC,0.9157333333333334
(50:50),2000,6,LogisticRegression,PR_AUC,0.8911597700496949
(50:50),2000,6,LogisticRegression,Balanced_Accuracy,0.8416666666666667
(50:50),2000,6,LogisticRegression,MCC,0.6834282605176953
(50:50),2000,6,MLP,Accuracy,0.9383333333333334
(50:50),2000,6,MLP,F1_score,0.9380234505862647
(50:50),2000,6,MLP,Sensitivity,0.9333333333333333
(50:50),2000,6,MLP,Specificity,0.9433333333333334
(50:50),2000,6,MLP,ROC_AUC,0.9831555555555556
(50:50),2000,6,MLP,PR_AUC,0.9825225855129693
(50:50),2000,6,MLP,Balanced_Accuracy,0.9383333333333334
(50:50),2000,6,MLP,MCC,0.876710503287774
(50:50),2000,7,SVM,Accuracy,0.9016666666666666
(50:50),2000,7,SVM,F1_score,0.9001692047377327
(50:50),2000,7,SVM,Sensitivity,0.8866666666666667
(50:50),2000,7,SVM,Specificity,0.9166666666666666
(50:50),2000,7,SVM,ROC_AUC,0.9764888888888889
(50:50),2000,7,SVM,PR_AUC,0.9768189274063537
(50:50),2000,7,SVM,Balanced_Accuracy,0.9016666666666666
(50:50),2000,7,SVM,MCC,0.803695077528987
(50:50),2000,7,RandomForest,Accuracy,0.8733333333333333
(50:50),2000,7,RandomForest,F1_score,0.8733333333333333
(50:50),2000,7,RandomForest,Sensitivity,0.8733333333333333
(50:50),2000,7,RandomForest,Specificity,0.8733333333333333
(50:50),2000,7,RandomForest,ROC_AUC,0.9569666666666666
(50:50),2000,7,RandomForest,PR_AUC,0.9567604781191941
(50:50),2000,7,RandomForest,Balanced_Accuracy,0.8733333333333333
(50:50),2000,7,RandomForest,MCC,0.7466666666666667
(50:50),2000,7,LogisticRegression,Accuracy,0.8466666666666667
(50:50),2000,7,LogisticRegression,F1_score,0.8466666666666667
(50:50),2000,7,LogisticRegression,Sensitivity,0.8466666666666667
(50:50),2000,7,LogisticRegression,Specificity,0.8466666666666667
(50:50),2000,7,LogisticRegression,ROC_AUC,0.9168666666666667
(50:50),2000,7,LogisticRegression,PR_AUC,0.9003709423873429
(50:50),2000,7,LogisticRegression,Balanced_Accuracy,0.8466666666666667
(50:50),2000,7,LogisticRegression,MCC,0.6933333333333334
(50:50),2000,7,MLP,Accuracy,0.9233333333333333
(50:50),2000,7,MLP,F1_score,0.9225589225589226
(50:50),2000,7,MLP,Sensitivity,0.9133333333333333
(50:50),2000,7,MLP,Specificity,0.9333333333333333
(50:50),2000,7,MLP,ROC_AUC,0.9837555555555555
(50:50),2000,7,MLP,PR_AUC,0.983856901442565
(50:50),2000,7,MLP,Balanced_Accuracy,0.9233333333333333
(50:50),2000,7,MLP,MCC,0.8468360508169392
(50:50),2000,8,SVM,Accuracy,0.9233333333333333
(50:50),2000,8,SVM,F1_score,0.9235880398671097
(50:50),2000,8,SVM,Sensitivity,0.9266666666666666
(50:50),2000,8,SVM,Specificity,0.92
(50:50),2000,8,SVM,ROC_AUC,0.9803444444444445
(50:50),2000,8,SVM,PR_AUC,0.9807184959047468
(50:50),2000,8,SVM,Balanced_Accuracy,0.9233333333333333
(50:50),2000,8,SVM,MCC,0.8466854821086651
(50:50),2000,8,RandomForest,Accuracy,0.8833333333333333
(50:50),2000,8,RandomForest,F1_score,0.8837209302325582
(50:50),2000,8,RandomForest,Sensitivity,0.8866666666666667
(50:50),2000,8,RandomForest,Specificity,0.88
(50:50),2000,8,RandomForest,ROC_AUC,0.9597944444444445
(50:50),2000,8,RandomForest,PR_AUC,0.9591657849443804
(50:50),2000,8,RandomForest,Balanced_Accuracy,0.8833333333333333
(50:50),2000,8,RandomForest,MCC,0.7666837042716259
(50:50),2000,8,LogisticRegression,Accuracy,0.8366666666666667
(50:50),2000,8,LogisticRegression,F1_score,0.8388157894736842
(50:50),2000,8,LogisticRegression,Sensitivity,0.85
(50:50),2000,8,LogisticRegression,Specificity,0.8233333333333334
(50:50),2000,8,LogisticRegression,ROC_AUC,0.9155555555555556
(50:50),2000,8,LogisticRegression,PR_AUC,0.8916435665055112
(50:50),2000,8,LogisticRegression,Balanced_Accuracy,0.8366666666666667
(50:50),2000,8,LogisticRegression,MCC,0.673572868500403
(50:50),2000,8,MLP,Accuracy,0.92
(50:50),2000,8,MLP,F1_score,0.920265780730897
(50:50),2000,8,MLP,Sensitivity,0.9233333333333333
(50:50),2000,8,MLP,Specificity,0.9166666666666666
(50:50),2000,8,MLP,ROC_AUC,0.9815555555555555
(50:50),2000,8,MLP,PR_AUC,0.9808638485045756
(50:50),2000,8,MLP,Balanced_Accuracy,0.9199999999999999
(50:50),2000,8,MLP,MCC,0.8400186672889118
(50:50),2000,9,SVM,Accuracy,0.9166666666666666
(50:50),2000,9,SVM,F1_score,0.9169435215946844
(50:50),2000,9,SVM,Sensitivity,0.92
(50:50),2000,9,SVM,Specificity,0.9133333333333333
(50:50),2000,9,SVM,ROC_AUC,0.9747444444444444
(50:50),2000,9,SVM,PR_AUC,0.9749191183960391
(50:50),2000,9,SVM,Balanced_Accuracy,0.9166666666666667
(50:50),2000,9,SVM,MCC,0.8333518524691587
(50:50),2000,9,RandomForest,Accuracy,0.885
(50:50),2000,9,RandomForest,F1_score,0.8848080133555927
(50:50),2000,9,RandomForest,Sensitivity,0.8833333333333333
(50:50),2000,9,RandomForest,Specificity,0.8866666666666667
(50:50),2000,9,RandomForest,ROC_AUC,0.9567222222222223
(50:50),2000,9,RandomForest,PR_AUC,0.9540394992694279
(50:50),2000,9,RandomForest,Balanced_Accuracy,0.885
(50:50),2000,9,RandomForest,MCC,0.7700042778134262
(50:50),2000,9,LogisticRegression,Accuracy,0.8566666666666667
(50:50),2000,9,LogisticRegression,F1_score,0.8571428571428571
(50:50),2000,9,LogisticRegression,Sensitivity,0.86
(50:50),2000,9,LogisticRegression,Specificity,0.8533333333333334
(50:50),2000,9,LogisticRegression,ROC_AUC,0.9167000000000001
(50:50),2000,9,LogisticRegression,PR_AUC,0.8896040849320626
(50:50),2000,9,LogisticRegression,Balanced_Accuracy,0.8566666666666667
(50:50),2000,9,LogisticRegression,MCC,0.7133491857135997
(50:50),2000,9,MLP,Accuracy,0.9333333333333333
(50:50),2000,9,MLP,F1_score,0.9331103678929766
(50:50),2000,9,MLP,Sensitivity,0.93
(50:50),2000,9,MLP,Specificity,0.9366666666666666
(50:50),2000,9,MLP,ROC_AUC,0.9823333333333333
(50:50),2000,9,MLP,PR_AUC,0.9834202962495656
(50:50),2000,9,MLP,Balanced_Accuracy,0.9333333333333333
(50:50),2000,9,MLP,MCC,0.866685926567925
(50:50),2000,10,SVM,Accuracy,0.93
(50:50),2000,10,SVM,F1_score,0.9313725490196079
(50:50),2000,10,SVM,Sensitivity,0.95
(50:50),2000,10,SVM,Specificity,0.91
(50:50),2000,10,SVM,ROC_AUC,0.9812222222222222
(50:50),2000,10,SVM,PR_AUC,0.9817455981493739
(50:50),2000,10,SVM,Balanced_Accuracy,0.9299999999999999
(50:50),2000,10,SVM,MCC,0.8606888267023434
(50:50),2000,10,RandomForest,Accuracy,0.875
(50:50),2000,10,RandomForest,F1_score,0.8739495798319328
(50:50),2000,10,RandomForest,Sensitivity,0.8666666666666667
(50:50),2000,10,RandomForest,Specificity,0.8833333333333333
(50:50),2000,10,RandomForest,ROC_AUC,0.9617388888888889
(50:50),2000,10,RandomForest,PR_AUC,0.9615726647819585
(50:50),2000,10,RandomForest,Balanced_Accuracy,0.875
(50:50),2000,10,RandomForest,MCC,0.7501041883730802
(50:50),2000,10,LogisticRegression,Accuracy,0.8283333333333334
